em,one_five,two,three,four
2000.0,0.9920228451078841,0.8134670833815368,0.22576775186502654,0.0631193480659921
2006.00600601,0.9922988666245621,0.8151854733761823,0.22711156764297571,0.06348907829352318
2012.01201201,0.9925709215792952,0.8168948830696817,0.22845991439330862,0.06386049208801739
2018.01801802,0.9928390547625132,0.8185952959147204,0.22981278081342155,0.06423359383998327
2024.02402402,0.9931033106735856,0.8202866961210067,0.23117015538493424,0.06460838793017717
2030.03003003,0.9933637335189879,0.8219690686530375,0.23253202637364875,0.06498487872944335
2036.03603604,0.9936203672105482,0.8236423992277631,0.2338983818295251,0.06536307059855365
2042.04204204,0.9938732553637726,0.8253066743121519,0.23526920958667402,0.06574296788804684
2048.04804805,0.9941224412962476,0.8269618811206575,0.23664449726336642,0.06612457493806763
2054.05405405,0.9943679680261209,0.8286080076125876,0.2380242322620601,0.06650789607820518
2060.06006006,0.994609878270658,0.8302450424893759,0.23940840176944345,0.06689293562733145
2066.06606607,0.9948482144448743,0.8318729751917597,0.2407969927564962,0.06727969789343904
2072.07207207,0.9950830186602416,0.8334917958968618,0.24218999197856741,0.06766818717347879
2078.07807808,0.9953143327234705,0.8351014955151794,0.24358738597547083,0.06805840775319696
2084.08408408,0.9955421981353629,0.8367020656874808,0.24498916107159718,0.06845036390697215
2090.09009009,0.9957666560897399,0.838293498781611,0.24639530337604407,0.06884405989765184
2096.0960961,0.995987747472439,0.8398757878892061,0.24780579878276307,0.06923949997638865
2102.1021021,0.996205512860383,0.8414489268223206,0.24922063297072436,0.06963668838247625
2108.10810811,0.9964199925207184,0.8430129101099649,0.2506397914040986,0.07003562934318497
2114.11411411,0.9966312264100234,0.844567732994557,0.2520632593324563,0.07043632707359715
2120.12012012,0.9968392541735825,0.8461133914282887,0.25349102179098504,0.07083878577644209
2126.12612613,0.9970441151447302,0.8476498820694072,0.2549230636007235,0.07124300964193085
2132.13213213,0.9972458483442596,0.8491772022784134,0.2563593693688138,0.07164900284759061
2138.13813814,0.9974444924798971,0.8506953501141785,0.2577999234887712,0.07205676955809888
2144.14414414,0.997640085945842,0.8522043243299796,0.25924471014077094,0.07246631392511735
2150.15015015,0.9978326668223692,0.8537041243694555,0.26069371329195345,0.07287764008712554
2156.15615616,0.998022272875495,0.855194750362485,0.26214691669674683,0.07329075216925411
2162.16216216,0.9982089415567051,0.856676203120987,0.2636043038972069,0.07370565428311801
2168.16816817,0.9983927100027432,0.8581484841346455,0.2650658582233753,0.0741223505266493
2174.17417417,0.99857361503546,0.85961159556656,0.26653156279365503,0.07454084498392974
2180.18018018,0.9987516931617217,0.8610655402488222,0.2680014005152038,0.0749611417250232
2186.18618619,0.9989269805733761,0.862510321678021,0.26947535408434525,0.07538324480580778
2192.19219219,0.9990995131472773,0.8639459440106764,0.27095340598699763,0.07580715826780773
2198.1981982,0.9992693264453656,0.8653724120586045,0.27243553849912056,0.07623288613802513
2204.2042042,0.9994364557148042,0.8667897312842138,0.27392173368717926,0.07666043242877144
2210.21021021,0.9996009358881703,0.8681979077957349,0.27541197340862694,0.07708980113749868
2216.21621622,0.9997628015836995,0.8695969483423849,0.27690623931240443,0.07752099624663064
2222.22222222,0.9999220871055835,0.8709868603094668,0.27840451283945805,0.0779540217233937
2228.22822823,1.0000788264443206,0.8723676517134074,0.279906775223275,0.07838888151964754
2234.23423423,1.0002330532771155,0.8737393311967317,0.2814130074904366,0.07882557957171571
2240.24024024,1.0003848009683312,0.8751019080229796,0.28292319046118913,0.07926411980021596
2246.24624625,1.000534102569989,0.8764553920715609,0.2844373047500328,0.07970450610989045
2252.25225225,1.000680990822317,0.8777997938325551,0.2859553307663279,0.08014674238943582
2258.25825826,1.0008254981543472,0.8791351244014542,0.2874772487149192,0.08059083251133303
2264.26426426,1.0009676566845571,0.8804613954738503,0.2890030385967777,0.08103678033167713
2270.27027027,1.0011074982215593,0.8817786193400697,0.29053268020966017,0.08148458969000688
2276.27627628,1.0012450542648343,0.8830868088797562,0.2920661531487865,0.0819342644091342
2282.28228228,1.001380356005508,0.8843859775564019,0.2936034368075344,0.08238580829497355
2288.28828829,1.0015134343271708,0.8856761394118301,0.29514451037815215,0.08283922513637115
2294.29429429,1.001644319806742,0.8869573090606289,0.29668935285248843,0.08329451870493414
2300.3003003,1.0017730427153713,0.8882295016845393,0.29823794302274004,0.08375169275485957
2306.30630631,1.0018996330193841,0.8894927330267973,0.29979025948221727,0.08421075102276336
2312.31231231,1.002024120381264,0.8907470193864325,0.3013462806261264,0.08467169722750914
2318.31831832,1.0021465341606755,0.8919923776125238,0.30290598465236995,0.08513453507003702
2324.32432432,1.0022669034155227,0.8932288250984141,0.3044693495623644,0.08559926823319224
2330.33033033,1.002385256903047,0.8944563797758853,0.30603635316187483,0.08606590038155384
2336.33633634,1.002501623080959,0.8956750601092951,0.3076069730618678,0.08653443516126325
2342.34234234,1.002616030108606,0.8968848850896758,0.3091811866793806,0.0870048761998527
2348.34834835,1.0027285058481745,0.8980858742287985,0.3107589712384083,0.08747722710607381
2354.35435435,1.0028390778659255,0.8992780475532023,0.31234030377080796,0.08795149146972595
2360.36036036,1.002947773433462,0.9004614255981908,0.3139251611172199,0.08842767286148465
2366.36636637,1.0030546195290289,0.9016360294017967,0.3155135199280061,0.08890577483273
2372.37237237,1.0031596428388443,0.9028018804987166,0.3171053566642057,0.08938580091537501
2378.37837838,1.0032628697584594,0.9039590009142164,0.3187006475985076,0.08986775462169398
2384.38438438,1.0033643263941492,0.9051074131580097,0.32029936881623966,0.09035163944415081
2390.39039039,1.0034640385643308,0.9062471402181088,0.32190149621637537,0.09083745885522744
2396.3963964,1.0035620318010094,0.9073782055546527,0.32350700551255673,0.09132521630725217
2402.4024024,1.0036583313512515,0.9085006330937097,0.3251158722341343,0.0918149152322281
2408.40840841,1.0037529621786838,0.9096144472210589,0.32672807172722373,0.09230655904166155
2414.41441441,1.0038459489650178,0.9107196727759507,0.328343579155779,0.09280015112639053
2420.42042042,1.0039373161115985,0.9118163350448469,0.3299623695026823,0.09329569485641331
2426.42642643,1.0040270877409772,0.9129044597551441,0.3315844175708503,0.09379319358071692
2432.43243243,1.0041152876985064,0.9139840730688783,0.3332096979843565,0.09429265062710582
